Cod_Cliente,COM,ED,SX,NIV_EDUC,RENTA,E_CIVIL,VIG,TRX_T,TRX_T-1,TRX_T-2,SALDO_T,SALDO_T-1,SALDO_T-2,SALDO_T-3,SALDO_T-4,SALDO_T-5,CERRO
407,80,44.1,M       ,UNV     ,594,CAS     ,65,44,49,51,1897929.14,1227530.45,424495.0,643426.52,1366713.33,0.0,1
408,88,,M       ,TEC     ,1000,CAS     ,151,50,41,38,3399915.3,3414313.71,4058571.43,15606674.29,19124978.1,10584866.52,0
409,111,45.8,M       ,TEC     ,550,CAS     ,52,14,11,14,700272.52,753542.85,727615.35,743965.05,6945018.57,0.0,1
410,20,46.4,M       ,MED     ,370,SEP     ,8,26,15,12,152130.75,106637.7,361016.43,129640.95,166622.86,198192.83,0
411,89,,M       ,UNV     ,1500,CAS     ,5,61,68,64,0.0,405882.33,4908325.29,2443714.19,1914603.05,1576618.09,0
412,300,,M       ,MED     ,902,CAS     ,104,66,74,91,2209457.55,2208791.4,653464.0,3271125.71,3105790.0,3315110.44,0
413,105,45.0,M       ,MED     ,437,SEP     ,23,19,30,73,77781.33,114018.0,83973.0,51099.71,43443.81,127373.33,1
414,301,44.2,M       ,MED     ,800,CAS     ,7,98,108,94,481239.45,1379546.0,887876.14,1051784.95,1553001.33,1733537.22,0
415,88,40.3,F       ,UNV     ,650,CAS     ,9,13,4,9,560647.33,45344.85,14992.67,4072.19,0.0,0.0,1
416,115,49.0,F       ,TEC     ,539,CAS     ,22,39,40,47,147604.95,50956.05,345130.86,1093537.62,551089.05,774920.0,0
417,194,44.6,M       ,TEC     ,530,CAS     ,3,6,6,12,0.0,0.0,0.0,1046.15,0.0,0.0,1
418,85,35.1,F       ,UNV     ,600,SOL     ,70,22,11,26,17053794.3,3745013.7,9414096.0,27973120.0,28779320.0,40207976.96,0
419,87,34.2,F       ,UNV     ,1500,CAS     ,6,76,76,79,0.0,-4215.0,-298626.71,-55703.71,3838457.86,-590109.52,0
420,88,39.0,M       ,MED     ,1500,CAS     ,169,8,12,13,1183927.43,7287251.75,292533.65,897967.62,9101701.43,0.0,1
421,88,,M       ,TEC     ,1020,CAS     ,38,34,42,43,12237.05,285447.05,76037.15,52501.57,3505012.38,0.0,1
422,504,55.4,M       ,MED     ,1250,CAS     ,256,139,144,133,378417.15,663202.43,356518.14,871974.76,3336882.86,1019156.52,0
423,80,30.3,F       ,UNV     ,350,CAS     ,52,12,3,8,-2190.67,-11021.25,-12878.7,-4649.38,-86409.05,0.0,1
424,88,33.8,M       ,UNV     ,280,SOL     ,58,26,22,28,381777.9,231996.9,559316.86,961524.57,3138072.38,1470605.71,1
425,90,39.1,M       ,UNV     ,1800,CAS     ,18,29,7,4,171855.43,10710.4,-3454.3,50316.1,198543.81,0.0,1
426,122,34.4,M       ,TEC     ,1024,CAS     ,34,118,112,108,66095.7,404527.29,225061.86,5232975.24,663053.33,585985.22,0
427,92,,M       ,UNV     ,886,CAS     ,62,66,46,59,9283.2,682330.35,2746.29,937380.95,382090.48,27826.09,0
428,326,43.4,M       ,MED     ,443,CAS     ,12,38,15,67,148138.95,152469.29,192913.0,1152286.71,4271439.43,505042.43,0
429,314,30.8,F       ,UNV     ,780,CAS     ,64,5,12,5,0.0,0.0,0.0,0.0,0.0,0.0,1
430,87,44.3,F       ,MED     ,1694,CAS     ,71,125,104,145,3480441.3,3141243.0,3656244.86,4755022.38,3823864.76,3408797.83,0
431,317,,F       ,UNV     ,470,CAS     ,19,4,15,16,2753738.7,2947644.3,3736542.0,10697851.43,8307216.19,7429005.22,0
432,90,44.1,M       ,UNV     ,500,CAS     ,117,60,79,56,28238717.85,7089059.25,42318.43,-478450.48,285778.1,-471569.13,0
433,81,44.2,F       ,MED     ,750,CAS     ,28,71,50,59,1258521.45,1359348.71,810348.71,3378091.43,3086404.29,4926609.57,0
434,98,,M       ,TEC     ,571,CAS     ,42,54,38,52,451830.3,5306423.0,8690460.29,32798027.14,34056640.0,14627391.74,0
435,316,,M       ,TEC     ,670,CAS     ,44,19,28,32,92629.14,131058.9,162852.67,40449.71,197857.14,0.0,1
436,16,,M       ,UNV     ,461,CAS     ,39,79,55,53,288644.85,186278.57,162989.43,289754.76,-57189.05,193038.26,0
437,89,35.6,F       ,TEC     ,1100,SOL     ,106,6,10,13,395185.1,513331.1,178598.38,67793.0,-228792.38,0.0,1
438,31,34.0,F       ,UNV     ,400,SOL     ,114,24,12,21,157122.81,85611.55,57779.85,515020.05,3404973.81,0.0,1
439,88,,M       ,        ,927,CAS     ,18,6,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0
440,85,44.4,F       ,UNV     ,420,SOL     ,19,37,30,45,315783.9,349995.29,300936.86,2486604.29,2729538.57,1792366.52,0
441,164,39.7,M       ,UNV     ,450,CAS     ,20,20,30,43,117745.19,142330.25,130174.3,174810.29,1267773.81,0.0,1
442,103,44.4,M       ,TEC     ,300,CAS     ,47,40,57,41,207532.33,281732.8,406672.4,177343.76,1652429.52,0.0,1
443,5,45.7,M       ,MED     ,393,CAS     ,40,26,52,57,260696.29,24262.5,83371.0,4540817.14,15185362.38,6956134.29,1
444,103,,M       ,TEC     ,977,CAS     ,118,51,58,43,304680.0,0.0,99676.71,407380.0,918543.81,797760.0,0
445,301,45.3,M       ,TEC     ,650,CAS     ,110,95,99,65,887253.75,932161.2,521061.0,2431673.81,5370961.43,2290493.48,0
446,226,43.0,M       ,TEC     ,1000,CAS     ,9,15,27,86,1479642.86,72019.0,417116.95,347308.0,173230.0,3389.67,1
447,87,45.1,M       ,UNV     ,1450,CAS     ,48,4,3,6,-15662.1,-5790.7,-4666.5,36288.62,245870.0,0.0,1
448,89,28.8,F       ,TEC     ,360,SOL     ,43,46,47,52,474173.1,415289.0,847952.14,1986263.81,1770108.1,2672426.96,0
449,105,30.6,F       ,TEC     ,670,CAS     ,53,30,36,30,3049998.6,656571.15,587396.29,976391.43,2093543.81,1205233.48,0
450,80,37.8,M       ,TEC     ,400,CAS     ,52,12,48,41,131994.62,53974.8,68023.4,879949.43,3776611.43,0.0,1
451,5,43.1,M       ,MED     ,550,CAS     ,68,31,33,21,447384.9,240371.71,455278.0,806104.29,1928422.38,1902469.13,0
452,128,43.4,M       ,MED     ,676,CAS     ,66,7,5,3,71786.29,2412.9,0.0,0.0,0.0,7030.48,1
453,92,39.6,M       ,UNV     ,1327,CAS     ,112,156,69,98,5177937.9,2430657.75,5040587.43,27975536.19,35180080.48,13192887.39,0
454,105,,M       ,TEC     ,450,CAS     ,42,45,30,22,370022.55,394602.14,446307.86,728165.24,760694.29,802110.44,0
455,80,,M       ,TEC     ,664,CAS     ,35,67,56,56,683402.25,739123.35,531506.57,1146400.48,1193956.67,1370423.48,0
456,5,30.6,M       ,UNV     ,1111,SOL     ,5,92,47,73,0.0,982140.0,932447.71,1419884.19,1262275.33,2053430.7,0
457,118,44.8,M       ,TEC     ,583,CAS     ,55,84,76,129,868.05,4735.3,27415.48,12829.9,121736.67,0.0,1
458,115,47.0,F       ,UNV     ,404,CAS     ,8,36,29,30,419393.85,415944.75,491349.71,384539.29,643962.38,744420.22,0
459,89,,M       ,TEC     ,1500,CAS     ,72,47,36,69,282468.15,81942.9,314843.71,704944.29,393534.76,396971.74,0
460,227,45.7,M       ,UNV     ,650,CAS     ,29,30,45,79,303479.25,154600.05,234763.14,-100918.57,1282493.33,649162.61,0
461,5,46.7,M       ,TEC     ,720,CAS     ,25,12,18,20,85111.38,307436.2,85414.57,62414.86,543950.0,0.0,1
462,5,45.7,M       ,UNV     ,750,SEP     ,34,38,26,26,5802167.7,4580615.86,4683538.43,16608114.29,17304123.33,11224828.26,0
463,80,44.2,M       ,MED     ,374,CAS     ,62,114,90,61,177922.05,308667.45,308845.43,215318.57,446048.57,995275.22,0
464,105,,M       ,TEC     ,818,CAS     ,32,13,17,11,228925.24,15863.3,-25549.33,-1425.62,-36978.1,16191.91,1
465,100,46.1,M       ,MED     ,300,CAS     ,59,61,63,46,912900.15,846258.9,5431402.29,10464015.71,5019127.62,1585363.04,0
466,167,38.1,M       ,UNV     ,882,SOL     ,67,38,46,71,497237.19,1549033.9,673257.95,249947.52,2272007.14,0.0,1
467,89,44.7,F       ,UNV     ,1643,CAS     ,10,26,10,23,238300.81,163473.5,109096.43,91686.9,729312.76,0.0,1
468,31,,F       ,UNV     ,800,SOL     ,116,43,55,36,644334.6,78107.1,195468.71,399346.19,1046949.05,626825.22,0
469,59,45.1,M       ,UNV     ,702,CAS     ,154,45,22,62,121072.95,139876.2,140744.86,1216904.76,536156.19,529462.17,0
470,105,45.0,M       ,TEC     ,515,CAS     ,149,36,41,34,23064.0,23200.86,135293.86,360297.14,311732.86,1000568.26,0
471,306,39.9,M       ,MED     ,510,CAS     ,11,30,7,4,989912.9,984144.4,828230.4,27567.67,286670.57,0.0,1
472,253,46.0,M       ,TEC     ,489,CAS     ,11,2,2,12,439.71,12965.45,7646.75,6923.0,11004.43,0.0,1
473,80,45.9,F       ,MED     ,1000,CAS     ,50,126,123,144,-4124.85,-162258.45,130017.0,-1004397.14,-1599008.57,-469976.96,0
474,93,,M       ,TEC     ,979,CAS     ,17,74,73,96,6748.95,65902.55,36480.38,63058.86,704488.57,0.0,1
475,85,40.2,M       ,UNV     ,1490,CAS     ,98,3,2,16,1773943.1,2127330.5,3040496.71,2220727.14,0.0,0.0,1
476,66,34.1,F       ,UNV     ,800,SOL     ,95,3,15,11,383402.57,1309529.7,917250.67,471038.38,64474672.38,29536320.95,1
477,105,40.3,F       ,MED     ,300,CAS     ,28,70,73,59,127530.1,94353.2,1164522.65,3128681.86,1125550.0,0.0,1
478,326,43.9,M       ,TEC     ,1357,CAS     ,14,170,190,170,7303848.9,1859455.5,3326144.14,9748193.81,8289417.62,6457174.35,0
479,226,,M       ,UNV     ,1452,CAS     ,179,52,72,119,6664443.15,7196407.14,8226864.29,18919231.43,9875445.24,8885845.65,0
480,67,44.8,M       ,MED     ,700,CAS     ,51,16,7,52,-925.05,-5996.7,-2703.6,31202.67,4762997.62,2046004.29,1
481,98,39.7,F       ,UNV     ,455,SOL     ,80,28,24,22,1973864.1,1644973.65,1838855.86,2988713.81,1933314.76,2439872.17,0
482,80,45.7,F       ,MED     ,2000,CAS     ,87,46,39,49,1710464.76,501437.5,572344.48,184268.67,499109.52,452961.43,1
483,80,,M       ,TEC     ,858,CAS     ,28,9,11,23,-7454.86,-56984.3,-118180.0,-96972.48,-44361.91,-161310.0,1
484,90,39.6,F       ,UNV     ,424,SEP     ,32,67,68,62,1780052.4,1546643.55,583899.57,2887721.43,4204538.1,2942562.17,0
485,126,39.7,M       ,MED     ,2445,CAS     ,102,40,20,20,770905.5,687946.8,478143.71,1074500.48,5712982.38,1695106.52,0
486,173,38.7,F       ,TEC     ,450,SEP     ,27,73,50,53,1772246.4,1299954.86,666566.71,2100527.62,1773401.43,2504310.44,0
487,71,,F       ,TEC     ,471,SOL     ,12,21,10,6,32610.57,29070.45,26282.65,26765.14,159049.52,0.0,1
488,88,43.6,M       ,TEC     ,962,CAS     ,191,0,4,0,3090.0,3090.0,3090.0,3090.0,30900.0,0.0,1
489,93,,M       ,UNV     ,1460,CAS     ,6,14,22,26,867284.0,2614659.43,3577622.0,4079228.43,2645135.43,1361511.91,0
490,82,,M       ,TEC     ,350,CAS     ,85,21,17,25,342524.4,266291.43,456504.0,1126628.57,1485786.19,2166163.48,0
491,89,,M       ,UNV     ,695,CAS     ,30,40,19,84,719534.55,1115070.6,670670.14,976853.33,97495.24,584213.04,0
492,279,,M       ,MED     ,800,CAS     ,65,22,15,12,-300.24,-175857.95,-328689.5,-135796.95,47324.29,0.0,1
493,93,47.3,F       ,TEC     ,489,SOL     ,35,36,20,35,198789.14,356920.0,530818.7,230391.71,480413.33,846452.86,1
494,85,42.9,M       ,UNV     ,2300,CAS     ,5,8,13,45,0.0,0.0,783975.52,257574.48,177551.29,0.0,1
495,300,36.8,M       ,TEC     ,680,CAS     ,101,128,83,75,3099641.85,11920464.3,21204757.14,26601753.81,66416945.71,50575793.48,0
496,67,39.2,M       ,TEC     ,694,CAS     ,26,15,24,18,142482.0,205668.3,585725.3,295183.05,1141994.76,394425.24,1
497,131,,M       ,MED     ,584,CAS     ,63,21,24,13,57800.38,69401.25,25913.0,22166.95,1131369.05,0.0,1
498,70,40.2,M       ,MED     ,350,CAS     ,104,62,44,52,1033260.3,1087192.05,1587666.71,5867538.57,10323087.62,1471030.0,0
499,511,,M       ,UNV     ,1400,CAS     ,51,22,12,21,158372.55,177767.0,54224.29,81456.67,149269.05,294664.78,0
500,85,44.1,F       ,UNV     ,650,CAS     ,137,108,54,61,24793513.2,30282874.8,20619197.71,83957984.76,82348190.48,140770445.22,0
501,93,44.7,F       ,        ,760,SOL     ,10,51,54,43,800022.0,372963.86,181648.0,707117.0,2979129.67,3682320.78,0
502,80,44.1,M       ,UNV     ,1020,CAS     ,3,113,133,92,0.0,0.0,0.0,316099.33,365516.0,640834.24,1
503,164,43.6,M       ,TEC     ,562,CAS     ,46,51,38,35,1141229.25,1429804.43,1604863.57,8220103.33,15356331.91,1656282.17,0
504,92,,M       ,UNV     ,2000,CAS     ,6,60,100,108,3695.63,1816079.1,4947820.86,1473282.14,1652769.0,4771762.17,0
505,93,39.6,F       ,TEC     ,504,SEP     ,90,61,47,64,1337185.95,2103636.9,15278926.0,53079695.24,28246180.95,2878367.39,0
506,88,30.2,F       ,UNV     ,300,CAS     ,67,43,42,61,1915195.8,1596297.9,2172616.43,7840212.86,8108106.19,11894531.74,0
507,93,44.7,M       ,UNV     ,777,CAS     ,40,64,44,60,613892.7,358304.29,203612.14,778432.86,2023863.81,600327.39,0
508,16,43.9,M       ,UNV     ,947,CAS     ,56,47,38,41,3103371.3,3236518.57,3824788.43,10348972.38,10409376.67,9805989.57,0
509,284,44.2,M       ,TEC     ,600,CAS     ,70,108,72,72,823228.05,946965.43,545624.57,1439429.05,1498498.57,2482095.65,0
510,123,40.2,M       ,UNV     ,412,CAS     ,22,53,80,82,93752.4,89601.3,20678.43,909010.48,569318.1,552569.57,0
511,80,,M       ,UNV     ,800,SOL     ,56,6,9,17,0.0,0.0,0.0,952.38,0.0,0.0,1
512,93,,M       ,TEC     ,615,CAS     ,9,108,86,77,1279978.65,2053472.71,2822594.43,5581154.29,3731360.86,4452434.35,0
513,16,,M       ,MED     ,550,CAS     ,59,67,68,75,288120.45,383627.86,226112.86,1659130.0,2284723.81,3642194.35,0
514,314,45.7,F       ,MED     ,483,SOL     ,15,21,13,26,204680.1,267758.86,215637.43,130393.33,685825.71,1902426.09,0
515,31,44.6,F       ,MED     ,600,SOL     ,28,25,13,16,128329.14,189237.2,222477.29,117396.19,1331207.62,0.0,1
516,253,43.1,M       ,MED     ,2000,CAS     ,188,12,5,31,2560206.9,671241.0,6209945.0,4945513.81,8216500.95,9267955.65,0
517,13,,M       ,UNV     ,986,CAS     ,136,84,31,66,273210.6,35647.95,222782.14,747752.86,581869.52,758444.78,0
518,61,39.6,M       ,UNV     ,700,CAS     ,40,62,70,71,1548.57,24026.15,77237.35,171100.76,1525073.33,0.0,1
519,50,47.1,M       ,MED     ,492,CAS     ,164,23,20,27,2388142.2,2791188.43,2786715.71,5964659.52,4688177.62,6348746.96,0
520,29,44.6,M       ,UNV     ,1400,CAS     ,78,68,83,66,3316640.25,13107600.0,1513079.86,4203835.71,7122212.86,6607655.22,0
521,16,30.4,M       ,UNV     ,600,SOL     ,33,0,0,4,18263.9,97035.6,10143.0,13752.86,126600.0,0.0,1
522,88,30.2,M       ,UNV     ,1200,CAS     ,34,6,89,65,-1394.95,453.0,26580.0,5302.57,86408.1,33611.91,1
523,103,43.0,M       ,UNV     ,800,CAS     ,29,13,25,10,101443.5,718044.3,583343.57,712085.71,2487578.1,1066462.17,0
524,148,37.8,M       ,UNV     ,1200,CAS     ,137,34,33,44,1170376.95,1101537.4,1566505.65,1067605.29,9842389.05,0.0,1
525,182,39.3,M       ,UNV     ,1800,CAS     ,59,15,13,20,448950.43,342292.7,420573.33,557417.14,4167090.48,0.0,1
526,226,36.0,M       ,UNV     ,1000,CAS     ,138,37,43,9,529196.25,1047329.4,510237.43,415414.76,953460.0,2511840.44,0
527,16,43.1,M       ,MED     ,1318,CAS     ,128,40,85,79,273355.14,252249.8,185952.0,359993.24,2631225.71,126586.19,1
528,291,38.7,M       ,TEC     ,500,CAS     ,63,48,65,41,302610.15,232716.3,305225.43,1215422.38,3554539.52,745066.52,0
529,84,39.8,M       ,        ,732,CAS     ,4,72,70,98,0.0,0.0,50000.0,68048.48,82575.33,130899.65,0
530,88,,M       ,UNV     ,2970,SOL     ,117,417,390,366,11990692.05,70450696.35,17064001.71,53439983.33,68143020.95,91944089.13,0
531,91,47.3,F       ,MED     ,572,SOL     ,19,10,6,5,200297.1,38611.85,0.0,0.0,0.0,0.0,1
532,119,42.4,F       ,UNV     ,520,SOL     ,96,34,53,49,511641.6,7191016.29,14609642.57,33334936.19,17112570.95,4684053.91,0
533,93,,M       ,MED     ,400,CAS     ,21,6,19,57,14009.14,9888.4,47997.9,53823.19,-51685.24,0.0,1
534,272,43.4,M       ,UNV     ,950,CAS     ,54,93,139,108,198721.95,228355.25,126800.9,145690.86,3398045.71,0.0,1
535,88,27.6,M       ,UNV     ,604,SOL     ,52,39,34,65,250811.67,75004.35,-4148.95,462861.1,2506538.57,0.0,1
536,93,43.0,M       ,UNV     ,1500,CAS     ,100,38,74,76,1061180.0,1107482.3,868149.24,239342.57,2807641.43,969200.95,1
537,90,44.8,M       ,TEC     ,2494,CAS     ,104,83,45,86,2012339.1,1963177.0,2935712.71,9018913.81,9683281.91,10446833.04,0
538,5,33.0,M       ,UNV     ,900,CAS     ,32,45,39,59,1313576.4,539186.4,855079.0,4329867.14,500773.33,645875.22,0
539,80,,M       ,UNV     ,820,CAS     ,33,81,78,67,2124543.9,2579003.43,4456018.29,13918196.67,5939854.29,4253062.17,0
540,13,45.0,F       ,MED     ,350,CAS     ,44,16,29,39,1731.52,7377.7,3486.62,48829.57,17787.62,0.0,1
541,284,44.0,M       ,UNV     ,960,CAS     ,26,11,12,32,382026.6,709200.6,872419.57,1882453.33,481297.62,46572.61,0
542,80,,M       ,MED     ,1000,CAS     ,131,61,63,55,364987.05,264522.29,308885.29,2061883.81,12408361.91,1686916.96,0
543,85,,M       ,UNV     ,1881,CAS     ,3,14,17,8,0.0,0.0,0.0,0.0,0.0,0.0,1
544,115,38.1,M       ,TEC     ,978,CAS     ,4,48,59,81,0.0,0.0,1854754.57,914124.19,1154662.95,596495.24,1
545,88,,M       ,TEC     ,2342,SEP     ,24,22,26,47,203388.57,344973.4,243422.57,601598.95,2111235.71,0.0,1
546,106,28.9,M       ,MED     ,600,SOL     ,28,31,30,29,1276616.4,2454836.29,4144982.57,4523105.71,3447473.33,4385345.65,0
547,86,39.8,M       ,TEC     ,405,CAS     ,33,39,17,29,54551.4,235326.15,55144.14,761847.14,676451.43,952647.39,0
548,99,,M       ,UNV     ,700,SOL     ,43,26,37,42,-67600.65,113423.4,444930.86,881822.86,1601481.43,903416.52,0
549,104,38.7,M       ,MED     ,800,CAS     ,112,15,29,44,14138.25,91325.4,164690.14,868998.57,219130.48,150739.57,0
550,85,32.8,F       ,UNV     ,1700,SOL     ,11,13,17,15,7941434.4,113294.25,109527.29,469398.1,474714.29,317881.04,0
551,5,44.0,F       ,MED     ,400,CAS     ,18,141,102,128,157631.4,832891.14,298023.71,1441919.05,1700624.76,781115.22,0
552,284,42.4,M       ,MED     ,355,CAS     ,28,2,10,10,6961749.9,2399628.3,1019765.0,2469241.91,1294930.95,660545.22,0
553,148,,M       ,UNV     ,1208,CAS     ,38,2,6,2,616037.05,490150.2,437318.0,437318.0,1979854.76,1872392.86,1
554,88,,M       ,UNV     ,1000,CAS     ,5,15,1,2,0.0,10958.0,114202.6,534385.0,1993855.0,0.0,1
555,115,39.1,M       ,TEC     ,891,CAS     ,85,117,72,177,1297300.65,428068.43,675015.43,2358563.81,4235550.95,2422112.17,0
556,94,32.3,M       ,MED     ,460,CAS     ,50,8,8,15,28063.48,22802.5,24548.3,22322.62,95235.71,0.0,1
557,80,47.9,M       ,UNV     ,860,CAS     ,27,136,90,100,361539.9,595692.45,1081671.86,1588998.57,1712817.14,3836951.3,0
558,1,,M       ,UNV     ,600,CAS     ,54,75,47,58,2528141.55,594015.45,773702.29,4364350.48,9255675.24,27500794.35,0
559,22,,M       ,MED     ,922,CAS     ,56,63,61,58,247801.65,354520.05,561692.43,1005728.57,739100.95,849824.78,0
560,292,39.2,M       ,UNV     ,481,SOL     ,11,42,23,36,227548.65,307449.15,709859.57,1698508.95,3567221.71,8991672.0,0
561,80,40.2,M       ,UNV     ,1500,CAS     ,168,41,36,35,435331.35,632530.2,732302.43,3917698.1,7386265.71,1347702.61,0
562,93,39.1,M       ,MED     ,427,CAS     ,64,5,11,12,1320.05,55799.05,40461.0,0.0,76197.14,0.0,1
563,86,,M       ,UNV     ,1100,CAS     ,66,14,22,38,145350.52,286477.9,137792.86,207599.19,3765541.91,0.0,1
564,93,44.4,M       ,UNV     ,915,CAS     ,29,29,39,19,169885.5,19001.43,21862.0,1109039.05,2960034.29,3598936.52,0
565,298,30.3,M       ,UNV     ,735,SOL     ,21,15,20,14,12329.86,42928.1,20124.0,18747.24,54865.71,0.0,1
566,105,34.6,F       ,UNV     ,440,SOL     ,8,20,9,26,364702.24,123066.6,88984.2,92088.57,174947.43,0.0,1
567,266,40.1,F       ,MED     ,752,CAS     ,56,66,75,73,213120.0,357832.2,1148434.43,6510359.52,5223970.48,2457784.35,0
568,89,42.6,F       ,MED     ,545,VIU     ,9,27,53,77,419576.43,534478.6,439683.7,346651.29,1402616.0,0.0,1
569,213,28.8,M       ,UNV     ,1130,SOL     ,19,13,47,44,1239394.86,1257608.6,1275110.38,742616.1,4775801.91,3014398.1,1
570,31,,M       ,TEC     ,690,CAS     ,31,15,8,6,29.0,8455.5,20049.1,5069.0,-26491.91,0.0,1
571,108,,M       ,TEC     ,825,SEP     ,15,23,20,27,1162405.52,313940.8,30197.52,1158.67,0.0,0.0,1
572,91,40.0,M       ,TEC     ,410,SOL     ,38,8,12,3,605039.24,577155.9,571186.0,564890.0,2730284.29,2830840.95,1
573,148,39.8,M       ,TEC     ,1020,CAS     ,28,14,7,5,524077.29,7769395.15,1170480.05,783260.62,6610110.95,0.0,1
574,284,43.2,M       ,UNV     ,800,CAS     ,35,112,104,113,430258.57,661036.0,443020.4,490358.95,2838711.43,3432876.19,1
575,88,,M       ,TEC     ,310,CAS     ,163,10,9,13,-26421.52,7239.3,82867.05,56797.9,-64903.81,-10597.14,1
576,193,39.6,M       ,UNV     ,454,CAS     ,45,101,64,53,460651.95,1421110.65,612564.29,2054210.48,2228753.33,2791476.96,0
577,291,38.4,M       ,UNV     ,744,CAS     ,20,75,60,91,122318.48,172324.75,145242.15,117487.43,1593305.24,0.0,1
578,226,38.8,M       ,MED     ,2500,CAS     ,151,20,18,36,142395.62,90705.4,138962.14,133400.81,1640169.05,0.0,1
579,85,,M       ,UNV     ,1130,CAS     ,42,86,65,94,597093.15,506247.0,583476.71,3751841.43,3022238.1,3649458.7,0
580,89,37.3,F       ,UNV     ,658,SEP     ,34,5,4,13,96207.9,116664.14,491.86,-24100.0,-55417.14,-5341.3,0
581,89,29.3,M       ,UNV     ,1330,CAS     ,27,60,62,54,661520.7,105608.4,533447.0,2052376.19,1047760.48,61637.83,0
582,82,43.4,F       ,TEC     ,2530,SOL     ,6,31,31,31,0.0,3821520.14,685094.86,688186.14,911094.57,525931.83,0
583,130,33.0,M       ,TEC     ,474,SOL     ,3,37,22,27,0.0,0.0,0.0,2000.0,45934.05,0.0,1
584,227,28.6,F       ,UNV     ,350,SOL     ,12,15,27,21,142632.33,76978.7,59078.1,41443.05,625874.76,0.0,1
585,298,38.3,M       ,UNV     ,2180,CAS     ,103,58,47,80,5116016.4,10125048.43,15967325.43,98154458.1,95290567.14,63105404.35,0
586,272,42.4,M       ,UNV     ,1050,CAS     ,45,20,18,12,23697.9,12304.7,16000.0,4761.9,128579.05,0.0,1
587,85,28.8,M       ,UNV     ,391,SOL     ,44,60,36,28,1158037.35,989998.95,1768763.29,3677064.76,3874765.24,6553866.09,0
588,88,34.8,F       ,UNV     ,700,SOL     ,105,36,35,31,393052.29,580485.0,450900.43,959004.95,13907288.57,0.0,1
589,88,32.4,M       ,UNV     ,871,CAS     ,17,33,12,22,-396199.65,-556992.86,-757777.71,-1359252.86,-373402.86,1511160.0,0
590,88,33.4,M       ,UNV     ,750,SOL     ,56,22,62,89,0.0,38200.0,0.0,69904.76,21460.95,0.0,1
591,89,43.1,M       ,UNV     ,900,SOL     ,164,52,51,56,3582562.35,3584016.15,2839229.57,8186242.38,8511810.0,8274801.3,0
592,87,,F       ,UNV     ,924,CAS     ,11,120,101,135,739812.9,542729.71,1261263.43,2785382.48,4430234.29,4300508.87,0
593,80,38.2,M       ,TEC     ,642,CAS     ,29,3,8,10,830300.38,693767.0,363276.25,107387.76,720831.43,0.0,1
594,80,42.9,F       ,UNV     ,442,SOL     ,48,23,14,31,593037.75,285960.43,334542.0,247512.86,857055.71,903823.04,0
595,115,40.3,M       ,TEC     ,460,CAS     ,26,43,26,43,283414.05,329075.71,387955.57,822364.76,518286.67,656856.09,0
596,80,,F       ,TEC     ,425,CAS     ,36,26,38,37,-534.29,145589.9,-31804.7,11865.81,-37219.52,-959018.1,1
597,126,42.4,M       ,TEC     ,437,CAS     ,17,20,46,32,319292.7,241876.65,374279.29,895959.05,429270.0,946068.26,0
598,226,39.1,M       ,TEC     ,455,CAS     ,21,30,23,37,784517.43,265259.6,32055.75,38281.29,120735.71,0.0,1
599,96,,F       ,MED     ,420,SOL     ,22,86,62,52,971067.6,996309.29,857124.86,4096111.91,4005179.52,4464227.83,0
600,89,36.8,F       ,MED     ,489,SOL     ,26,18,14,47,14753.05,32429.75,94944.0,24243.1,62925.24,0.0,1
601,300,40.0,F       ,TEC     ,800,SOL     ,29,80,45,62,508153.5,515394.9,258863.57,955130.48,538967.62,392937.83,0
602,53,38.9,M       ,MED     ,541,CAS     ,31,59,40,46,2581006.8,1787144.25,822063.14,6431128.57,8835791.43,11269578.7,0
603,230,42.4,M       ,UNV     ,750,CAS     ,132,3,3,3,0.0,24355.1,0.0,0.0,0.0,0.0,1
604,1,,M       ,MED     ,525,CAS     ,62,17,15,18,531528.45,141215.14,246340.86,3953945.71,21332388.1,9491851.74,0
605,93,,M       ,TEC     ,750,CAS     ,33,66,78,69,526972.05,132857.25,193271.29,2509400.48,2240190.48,1149263.91,0
606,13,,M       ,TEC     ,550,CAS     ,16,11,23,57,76901.9,43572.1,3644.3,8150.48,68042.38,0.0,1
607,93,,M       ,MED     ,1500,CAS     ,26,11,21,17,49535.76,268503.75,183758.24,100078.1,6765600.0,0.0,1
608,80,38.6,M       ,MED     ,360,CAS     ,55,16,40,20,41391.95,54429.9,36129.3,40871.71,4537705.71,0.0,1
609,16,30.4,F       ,UNV     ,1150,CAS     ,30,32,35,19,144320.55,239883.43,118729.57,0.0,2168997.14,537017.39,0
610,85,,F       ,TEC     ,488,CAS     ,47,26,89,111,209788.0,147599.7,389387.14,162453.33,340301.91,536548.1,1
611,115,,M       ,MED     ,350,CAS     ,69,107,78,88,1336742.25,289376.85,997758.71,3758477.14,1904914.76,2203157.39,0
612,284,,F       ,UNV     ,550,CAS     ,37,61,55,65,17040.3,155924.57,296053.71,595339.05,4339654.29,2430057.39,0
613,70,43.1,M       ,MED     ,535,CAS     ,138,41,72,30,583511.85,394459.43,478367.0,3635260.95,5588541.43,1088924.78,0
